0	1	0	500
1	2	0	500
2	2	1	500
3	4	3	6444
4	5	3	4166
5	5	4	3000
6	7	6	3250
7	9	8	2000
8	10	8	6500
9	10	9	500
10	12	11	6142
11	13	11	1000
12	13	12	1000
13	16	15	2000
14	19	18	500
15	20	18	1900
16	20	19	500
17	21	18	3400
18	21	19	500
19	21	20	1900
20	22	18	2650
21	22	19	500
22	22	20	1900
23	22	21	6792
24	24	23	11226
25	25	23	2750
26	25	24	2750
27	27	26	2166
28	28	26	500
29	28	27	500
30	31	30	10000
31	32	30	8833
32	32	31	1000
33	33	30	4500
34	33	32	4000
35	33	31	1000
36	35	34	1000
37	37	36	2976
38	38	36	476
39	38	37	476
40	39	36	976
41	39	37	976
42	39	38	476
43	40	29	500
44	41	40	333
45	42	40	333
46	42	41	333
47	43	40	333
48	43	41	333
49	43	42	5309
50	46	45	333
51	47	45	333
52	47	46	533
53	48	45	3416
54	48	46	1033
55	48	47	533
56	50	28	1000
57	51	50	2666
58	51	7	11783
59	51	6	750
60	53	52	4333
61	55	54	333
62	56	54	333
63	56	55	333
64	57	54	1833
65	57	55	833
66	57	56	333
67	59	58	9666
68	60	58	500
69	60	59	500
70	62	61	367
71	63	61	125
72	63	62	125
73	64	61	125
74	64	62	125
75	64	63	125
76	65	61	125
77	65	62	125
78	65	63	125
79	65	64	125
80	66	61	267
81	66	62	1465
82	66	63	125
83	66	64	125
84	66	65	125
85	66	60	125
86	67	61	125
87	67	62	416
88	67	63	125
89	67	64	125
90	67	65	125
91	67	66	250
92	68	61	367
93	68	62	2151
94	68	63	125
95	68	64	125
96	68	65	125
97	68	66	2726
98	68	67	670
99	68	60	125
100	69	61	125
101	69	62	340
102	69	63	125
103	69	64	125
104	69	65	125
105	69	66	981
106	69	67	361
107	69	68	838
108	71	70	3000
109	73	72	166
110	74	72	166
111	74	73	500
112	75	72	166
113	75	73	166
114	75	74	166
115	76	72	166
116	76	73	166
117	76	74	166
118	76	75	166
119	77	72	166
120	77	73	166
121	77	74	166
122	77	75	166
123	77	76	166
124	78	72	166
125	78	73	166
126	78	74	166
127	78	75	166
128	78	76	166
129	78	77	166
130	78	71	2666
131	79	1	333
132	80	79	833
133	80	1	833
134	81	79	6410
135	81	80	1333
136	81	1	333
137	83	82	12500
138	83	58	666
139	83	59	666
140	84	48	500
141	85	84	4710
142	86	84	3963
143	86	85	420
144	87	84	3163
145	87	85	2377
146	87	86	813
147	88	84	3394
148	88	85	483
149	88	86	892
150	88	87	769
151	89	84	6242
152	89	85	4006
153	89	86	1263
154	89	87	1709
155	89	88	519
156	90	84	3212
157	90	85	611
158	90	86	309
159	90	87	420
160	90	88	910
161	90	89	642
162	92	91	1000
163	94	93	12000
164	95	91	333
165	96	91	333
166	96	95	333
167	97	91	3333
168	97	95	333
169	97	96	333
170	99	98	4000
171	99	51	333
172	101	100	2500
173	103	102	7166
174	105	104	2316
175	106	104	1283
176	106	105	1842
177	107	104	450
178	107	105	450
179	107	106	450
180	108	104	450
181	108	105	450
182	108	106	450
183	108	107	1708
184	108	66	250
185	109	58	1166
186	109	59	2166
187	111	110	3166
188	111	28	1333
189	112	110	333
190	112	111	333
191	112	69	1500
192	113	110	666
193	113	111	1333
194	113	112	333
195	116	115	2744
196	116	60	125
197	117	115	333
198	117	116	333
199	118	115	708
200	118	116	333
201	118	117	333
202	120	119	1333
203	122	121	1000
204	124	123	1000
205	125	123	1333
206	125	124	1000
207	127	126	385
208	128	126	385
209	128	127	385
210	129	126	142
211	129	127	142
212	129	128	392
213	130	126	142
214	130	127	142
